cauhoi,traloi
Laptop Asus Vivobook 15 OLED A1505VA-L1113W i5 13500H/16GB/512GB/15.6''FHD/Win11 sử dụng card đồ họa gì?,Laptop Asus Vivobook 15 OLED A1505VA-L1113W i5 13500H/16GB/512GB/15.6''FHD/Win11 sử dụng card đồ họa Intel UHD Graphics.
"Laptop Lenovo Ideapad Slim 5 Light 14ABR8 R7 7730U/16GB/512GB/14.0""FHD/Win11 sử dụng card đồ họa gì?","Laptop Lenovo Ideapad Slim 5 Light 14ABR8 R7 7730U/16GB/512GB/14.0""FHD/Win11 sử dụng card đồ họa AMD Radeon Graphics."
"Laptop Asus Vivobook A1405VA-KM059W i5 13500H/8GB/512GB/14"" OLED WQXGA+/Win11 sử dụng card đồ họa gì?","Laptop Asus Vivobook A1405VA-KM059W i5 13500H/8GB/512GB/14"" OLED WQXGA+/Win11 sử dụng card đồ họa Intel UHD Graphics."
Laptop HP Gaming Victus 16-e1104AX R7 6800H/8GB/512GB/16.1''FHD/Nvidia RTX 3050 4GB/Win11 sử dụng card đồ họa gì?,Laptop HP Gaming Victus 16-e1104AX R7 6800H/8GB/512GB/16.1''FHD/Nvidia RTX 3050 4GB/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 3050 4GB.
Laptop Asus TUF Gaming FA507NV-LP046W R7 7735HS/8GB/512GB/GeForce RTX 4060 8GB/Win11 sử dụng card đồ họa gì?,Laptop Asus TUF Gaming FA507NV-LP046W R7 7735HS/8GB/512GB/GeForce RTX 4060 8GB/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 4060 8GB; AMD Radeon Graphics.
"Laptop HP 245 G10 R5 7520U/8GB/256GB/14""FHD/Win11 sử dụng card đồ họa gì?","Laptop HP 245 G10 R5 7520U/8GB/256GB/14""FHD/Win11 sử dụng card đồ họa AMD Radeon Graphics."
"Laptop Acer Aspire 3 A315-59-31BT i3 1215U/8GB/256GB/15.6""FHD/Win11 sử dụng card đồ họa gì?","Laptop Acer Aspire 3 A315-59-31BT i3 1215U/8GB/256GB/15.6""FHD/Win11 sử dụng card đồ họa Intel UHD Graphics."
"Laptop Lenovo Ideapad 3 15IAU7 i5 1235U/8GB/512GB/15.6""FHD/Win 11 sử dụng card đồ họa gì?","Laptop Lenovo Ideapad 3 15IAU7 i5 1235U/8GB/512GB/15.6""FHD/Win 11 sử dụng card đồ họa Intel Iris Xe Graphics."
Laptop Acer Swift 3 SF314-511-55QE i5 1135G7/16GB/512GB SSD/Win11 sử dụng card đồ họa gì?,Laptop Acer Swift 3 SF314-511-55QE i5 1135G7/16GB/512GB SSD/Win11 sử dụng card đồ họa Intel Iris Xe Graphics.
Laptop HP 14s-dq2644TU i3 1115G4/8GB/256GB/14''FHD/Win11 sử dụng card đồ họa gì?,Laptop HP 14s-dq2644TU i3 1115G4/8GB/256GB/14''FHD/Win11 sử dụng card đồ họa Intel UHD Graphics.
"Laptop HP 15s fq5160TU i5 1235U/16GB/512GB/15.6""FHD/Win 11 sử dụng card đồ họa gì?","Laptop HP 15s fq5160TU i5 1235U/16GB/512GB/15.6""FHD/Win 11 sử dụng card đồ họa Intel Iris Xe Graphics."
"Laptop Asus Vivobook E1504FA-NJ426W R3 7320U/8GB/256GB/15.6"" FHD/Win11 sử dụng card đồ họa gì?","Laptop Asus Vivobook E1504FA-NJ426W R3 7320U/8GB/256GB/15.6"" FHD/Win11 sử dụng card đồ họa Intel UHD Graphics."
"Laptop Asus Zenbook UX3402ZA-KM218W i5 1240P/8GB/512GB/14.0""OLED WQXGA/Win 11 sử dụng card đồ họa gì?","Laptop Asus Zenbook UX3402ZA-KM218W i5 1240P/8GB/512GB/14.0""OLED WQXGA/Win 11 sử dụng card đồ họa Intel Iris Xe Graphics."
"Laptop Acer Nitro Gaming AN515-58-769J i7 12700H/8GB/512GB/15.6""FHD/GeForce RTX 3050 4GB/Win11 sử dụng card đồ họa gì?","Laptop Acer Nitro Gaming AN515-58-769J i7 12700H/8GB/512GB/15.6""FHD/GeForce RTX 3050 4GB/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 3050 4GB."
"Laptop HP 15s fq2712TU i3 1115G4/8GB/256GB/15.6""FHD/Win 11 sử dụng card đồ họa gì?","Laptop HP 15s fq2712TU i3 1115G4/8GB/256GB/15.6""FHD/Win 11 sử dụng card đồ họa Intel UHD Graphics."
"Laptop Lenovo IdeaPad Slim 5 16IAH8 i5 12450H/16GB/512GB/16""WUXGA/Win11 sử dụng card đồ họa gì?","Laptop Lenovo IdeaPad Slim 5 16IAH8 i5 12450H/16GB/512GB/16""WUXGA/Win11 sử dụng card đồ họa Intel UHD Graphics."
"Laptop MSI Gaming Alpha 15 B5EEK-203VN R5 5600H/8GB/512GB/15.6""FHD/RX6600M 8GB/Win 11_Balo sử dụng card đồ họa gì?","Laptop MSI Gaming Alpha 15 B5EEK-203VN R5 5600H/8GB/512GB/15.6""FHD/RX6600M 8GB/Win 11_Balo sử dụng card đồ họa AMD Radeon RX 6600M 8GB; AMD Radeon Graphics Vega 6."
"Laptop Gigabyte Gaming A5 K1-AVN1030SB R5 5600H/8GB/512GB/15.6""FHD/Nvidia RTX 3060 6GB/Win11 sử dụng card đồ họa gì?","Laptop Gigabyte Gaming A5 K1-AVN1030SB R5 5600H/8GB/512GB/15.6""FHD/Nvidia RTX 3060 6GB/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 3060 6GB; AMD Radeon RX Graphics Vega 7."
"Laptop Acer Aspire 3 A315-58-54M5 i5 1135G7/8GB/512GB/15.6""FHD/Win 11 sử dụng card đồ họa gì?","Laptop Acer Aspire 3 A315-58-54M5 i5 1135G7/8GB/512GB/15.6""FHD/Win 11 sử dụng card đồ họa Intel Iris Xe Graphics."
"Laptop Huawei MateBook D14 BE i3 1215U/8GB/256GB/14""FHD+/Win11 sử dụng card đồ họa gì?","Laptop Huawei MateBook D14 BE i3 1215U/8GB/256GB/14""FHD+/Win11 sử dụng card đồ họa Intel UHD Graphics."
"Laptop Lenovo Gaming Legion 5 15ARH7H R5 6600H/16GB/512GB/15.6""WQHD/NVIDIA RTX 3060 6GB/Win11 sử dụng card đồ họa gì?","Laptop Lenovo Gaming Legion 5 15ARH7H R5 6600H/16GB/512GB/15.6""WQHD/NVIDIA RTX 3060 6GB/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 3060 6GB."
"Laptop Acer Aspire 3 A314-23M-R4TX R5 7520U/8GB/512GB/14""FHD/Win11 sử dụng card đồ họa gì?","Laptop Acer Aspire 3 A314-23M-R4TX R5 7520U/8GB/512GB/14""FHD/Win11 sử dụng card đồ họa AMD Radeon Graphics."
"Laptop Dell Inspiron 16 N5620 i5 1240P/16GB/512GB/16.0""FHD/GeForce MX570 2GB/Win 11/Office HS21 sử dụng card đồ họa gì?","Laptop Dell Inspiron 16 N5620 i5 1240P/16GB/512GB/16.0""FHD/GeForce MX570 2GB/Win 11/Office HS21 sử dụng card đồ họa Intel Iris Xe Graphics."
"Laptop Acer Nitro Gaming AN515-57-54MV i5 11400H/8GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win11 sử dụng card đồ họa gì?","Laptop Acer Nitro Gaming AN515-57-54MV i5 11400H/8GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 3050 4GB; Intel UHD Graphics."
"Laptop Lenovo Gaming Legion 5 15IAH7 i5 12500H/16GB/512GB/15.6""FHD/Nvidia RTX 3050 4GB/Win 11 sử dụng card đồ họa gì?","Laptop Lenovo Gaming Legion 5 15IAH7 i5 12500H/16GB/512GB/15.6""FHD/Nvidia RTX 3050 4GB/Win 11 sử dụng card đồ họa NVIDIA GeForce RTX 3050 4GB; Intel Iris Xe Graphics."
Laptop Acer Aspire 5 A514-54-5127 i5 1135G7/8GB/512GB SSD/14.0''FHD/Win11 sử dụng card đồ họa gì?,Laptop Acer Aspire 5 A514-54-5127 i5 1135G7/8GB/512GB SSD/14.0''FHD/Win11 sử dụng card đồ họa Intel Iris Xe Graphics.
"Laptop Asus TUF Gaming FX706HC-HX579W i5 11400H/8GB/512GB/GeForce RTX 3050 4GB/17.3""FHD/Win 11 sử dụng card đồ họa gì?","Laptop Asus TUF Gaming FX706HC-HX579W i5 11400H/8GB/512GB/GeForce RTX 3050 4GB/17.3""FHD/Win 11 sử dụng card đồ họa NVIDIA GeForce RTX 3050 4GB; Intel UHD Graphics."
"Laptop Lenovo ThinkBook 14 G4 IAP i5 1235U/8GB/512GB/14.0""FHD/Win11 sử dụng card đồ họa gì?","Laptop Lenovo ThinkBook 14 G4 IAP i5 1235U/8GB/512GB/14.0""FHD/Win11 sử dụng card đồ họa Intel Iris Xe Graphics."
Laptop Asus TUF Gaming FX507ZV4-LP041W i7 12700H/8GB/512GB/15.6''/Nvidia RTX 4060 8GB/Win11 sử dụng card đồ họa gì?,Laptop Asus TUF Gaming FX507ZV4-LP041W i7 12700H/8GB/512GB/15.6''/Nvidia RTX 4060 8GB/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 4060 8GB; Intel Iris Xe Graphics.
"Laptop Asus Vivobook Pro K3405VC-KM070W i9 13900H/16GB/512GB/14"" OLED 2.8K/GeForce RTX3050 4GB/Win11 sử dụng card đồ họa gì?","Laptop Asus Vivobook Pro K3405VC-KM070W i9 13900H/16GB/512GB/14"" OLED 2.8K/GeForce RTX3050 4GB/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 3050 4GB."
"Laptop MSI Modern 14 C12MO-660VN i5 1235U/16GB/512GB/14""FHD/Win11 sử dụng card đồ họa gì?","Laptop MSI Modern 14 C12MO-660VN i5 1235U/16GB/512GB/14""FHD/Win11 sử dụng card đồ họa Intel Iris Xe Graphics."
Laptop HP Pavilion 15-eg2063TX i5 1235U/8GB/512GB/15.6''FHD/NVIDIA MX550 2GB/Win11 sử dụng card đồ họa gì?,Laptop HP Pavilion 15-eg2063TX i5 1235U/8GB/512GB/15.6''FHD/NVIDIA MX550 2GB/Win11 sử dụng card đồ họa NVIDIA GeForce MX550 2GB; Intel Iris Xe Graphics.
"Laptop MSI Modern 14 C11M-011VN i3 1115G4/8GB/512GB/14"" FHD/Win11 sử dụng card đồ họa gì?","Laptop MSI Modern 14 C11M-011VN i3 1115G4/8GB/512GB/14"" FHD/Win11 sử dụng card đồ họa Intel UHD Graphics."
"Laptop HP ProBook 440 G10 i7 1360P/16GB/512GB/14""FHD Touch/Win11 sử dụng card đồ họa gì?","Laptop HP ProBook 440 G10 i7 1360P/16GB/512GB/14""FHD Touch/Win11 sử dụng card đồ họa Intel UHD Graphics."
"Laptop MSI Gaming Katana 15 B13VFK-676VN i7 13620H/16GB/1TB/Geforce RTX 4060 8GB/15.6""FHD/Win11 - Balo sử dụng card đồ họa gì?","Laptop MSI Gaming Katana 15 B13VFK-676VN i7 13620H/16GB/1TB/Geforce RTX 4060 8GB/15.6""FHD/Win11 - Balo sử dụng card đồ họa NVIDIA GeForce RTX 4060 8GB; Intel UHD Graphics."
Laptop HP 240 G9 i5 1235U/8GB/512GB/14.0''FHD/Win11 sử dụng card đồ họa gì?,Laptop HP 240 G9 i5 1235U/8GB/512GB/14.0''FHD/Win11 sử dụng card đồ họa Intel Iris Xe Graphics.
"Laptop Lenovo ThinkPad E16 Gen 1 i5 1340P/16GB/512GB/16""WUXGA/Win 11 sử dụng card đồ họa gì?","Laptop Lenovo ThinkPad E16 Gen 1 i5 1340P/16GB/512GB/16""WUXGA/Win 11 sử dụng card đồ họa Intel Iris Xe Graphics."
Laptop Lenovo ThinkPad E14 Gen 4 i7-1255U/8GB/512GB/14.0FHD/Win11 sử dụng card đồ họa gì?,Laptop Lenovo ThinkPad E14 Gen 4 i7-1255U/8GB/512GB/14.0FHD/Win11 sử dụng card đồ họa Intel Iris Xe Graphics.
Laptop Lenovo ThinkPad E16 Gen 1 i7 1355U/16GB/512GB/16.0 WUXGA/Win11 sử dụng card đồ họa gì?,Laptop Lenovo ThinkPad E16 Gen 1 i7 1355U/16GB/512GB/16.0 WUXGA/Win11 sử dụng card đồ họa Intel Iris Xe Graphics.
"Laptop MSI Modern 14 C5M-030VN R5 5625U/8GB/512GB/14"" FHD/Win 11 sử dụng card đồ họa gì?","Laptop MSI Modern 14 C5M-030VN R5 5625U/8GB/512GB/14"" FHD/Win 11 sử dụng card đồ họa AMD Radeon Graphics."
"Laptop Asus Zenbook UX3402VA-KM203W i5 1340P/16GB/512GB/14"" WQXGA+/Win11 sử dụng card đồ họa gì?","Laptop Asus Zenbook UX3402VA-KM203W i5 1340P/16GB/512GB/14"" WQXGA+/Win11 sử dụng card đồ họa Intel Iris Xe Graphics."
"Laptop Lenovo IdeaPad 5 15ABA7 R5 5625U/8GB/512GB/15.6"" FHD/Win 11 sử dụng card đồ họa gì?","Laptop Lenovo IdeaPad 5 15ABA7 R5 5625U/8GB/512GB/15.6"" FHD/Win 11 sử dụng card đồ họa AMD Radeon Graphics."
"Laptop Acer Nitro Gaming AN515-45-R86D R7 5800H/8GB/512GB/15.6""FHD/GeForce RTX 3060 6GB/Win 11 sử dụng card đồ họa gì?","Laptop Acer Nitro Gaming AN515-45-R86D R7 5800H/8GB/512GB/15.6""FHD/GeForce RTX 3060 6GB/Win 11 sử dụng card đồ họa NVIDIA GeForce RTX 3060 6GB; AMD Radeon Graphics."
"Laptop Acer Nitro 5 Gaming AN515-58-5935 i5 2450H/8GB/512GB/15.6""FHD/RTX4050 6GB/Win11 sử dụng card đồ họa gì?","Laptop Acer Nitro 5 Gaming AN515-58-5935 i5 2450H/8GB/512GB/15.6""FHD/RTX4050 6GB/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 4050 6GB GDDR6."
"Microsoft Surface Laptop Go i5 1035G1/8GB/128GB/12.4"" Touch/Win10 sử dụng card đồ họa gì?","Microsoft Surface Laptop Go i5 1035G1/8GB/128GB/12.4"" Touch/Win10 sử dụng card đồ họa Intel UHD Graphics."
"Laptop MSI Gaming Cyborg 15 A12VE-240VN i7 12650H/8GB/512GB/15.6""FHD/GeForce RTX 4050 6GB/Win 11 + Balo sử dụng card đồ họa gì?","Laptop MSI Gaming Cyborg 15 A12VE-240VN i7 12650H/8GB/512GB/15.6""FHD/GeForce RTX 4050 6GB/Win 11 + Balo sử dụng card đồ họa NVIDIA GeForce RTX 4050 6GB GDDR6; Intel UHD Graphics."
"Laptop Asus Zenbook Flip UP3404VA-KN038W i5 1340P/16GB/512GB/14"" OLED Touch/Win11 sử dụng card đồ họa gì?","Laptop Asus Zenbook Flip UP3404VA-KN038W i5 1340P/16GB/512GB/14"" OLED Touch/Win11 sử dụng card đồ họa Intel Iris Xe Graphics."
"Laptop MSI Gaming Katana GF66 12UCK-815VN i5 12450H/8GB/512GB/15.6""/GeForce RTX 3050 4GB/Win11_Balo sử dụng card đồ họa gì?","Laptop MSI Gaming Katana GF66 12UCK-815VN i5 12450H/8GB/512GB/15.6""/GeForce RTX 3050 4GB/Win11_Balo sử dụng card đồ họa NVIDIA GeForce RTX 3050 4GB; Intel UHD Graphics."
"Laptop Acer Aspire 3 A315-58-53S6 i5 1135G7/8GB/256GB/15.6""FHD/Win 11 sử dụng card đồ họa gì?","Laptop Acer Aspire 3 A315-58-53S6 i5 1135G7/8GB/256GB/15.6""FHD/Win 11 sử dụng card đồ họa Intel Iris Xe Graphics."
"Laptop Lenovo IdeaPad 3 14IAU7 i3 1215U/8GB/512GB/14""FHD/Win 11 sử dụng card đồ họa gì?","Laptop Lenovo IdeaPad 3 14IAU7 i3 1215U/8GB/512GB/14""FHD/Win 11 sử dụng card đồ họa Intel UHD Graphics."
"Laptop Lenovo IdeaPad 3 14IAU7 i3 1215U/8GB/512GB/14.0""FHD/Win 11 sử dụng card đồ họa gì?","Laptop Lenovo IdeaPad 3 14IAU7 i3 1215U/8GB/512GB/14.0""FHD/Win 11 sử dụng card đồ họa Intel UHD Graphics."
"Laptop Acer Swift Edge SFA16-41-R3L6 R7 6800U/16GB/1TB/16"" WQUXGA/Win11 sử dụng card đồ họa gì?","Laptop Acer Swift Edge SFA16-41-R3L6 R7 6800U/16GB/1TB/16"" WQUXGA/Win11 sử dụng card đồ họa AMD Radeon Graphics."
"Laptop MSI Creator M16 B13VE-830VN i7 13700H/16GB/512GB SSD/16""FHD/RTX4050 8GB/Win 11 sử dụng card đồ họa gì?","Laptop MSI Creator M16 B13VE-830VN i7 13700H/16GB/512GB SSD/16""FHD/RTX4050 8GB/Win 11 sử dụng card đồ họa NVIDIA GeForce RTX 4050 6GB GDDR6."
"Laptop MSI Summit E14 Evo A12M-211VN i7 1280P/16GB/512GB/14""FHD/Win11/Túi/Chuột sử dụng card đồ họa gì?","Laptop MSI Summit E14 Evo A12M-211VN i7 1280P/16GB/512GB/14""FHD/Win11/Túi/Chuột sử dụng card đồ họa Intel Iris Xe Graphics."
MacBook Pro 16 inch M2 Max 2023 12CPU 38GPU 32GB/1TB sử dụng card đồ họa gì?,MacBook Pro 16 inch M2 Max 2023 12CPU 38GPU 32GB/1TB sử dụng card đồ họa Apple M2 Max 38-core GPU.
MacBook Pro 16 inch M2 Pro 2023 12CPU 19GPU 32GB/512GB sử dụng card đồ họa gì?,MacBook Pro 16 inch M2 Pro 2023 12CPU 19GPU 32GB/512GB sử dụng card đồ họa Apple M2 Pro 16-core GPU.
"Laptop MSI Gaming Raider GE68HX 13VG-048VN i7 13700HX/32GB/2TB/16""QHD/RTX4070 8GB/Win11/Balo sử dụng card đồ họa gì?","Laptop MSI Gaming Raider GE68HX 13VG-048VN i7 13700HX/32GB/2TB/16""QHD/RTX4070 8GB/Win11/Balo sử dụng card đồ họa NVIDIA Geforce RTX 4070 8GB GDDR6; Intel UHD Graphics."
MacBook Pro 16 inch M2 Pro 2023 12CPU 19GPU 16GB/512GB sử dụng card đồ họa gì?,MacBook Pro 16 inch M2 Pro 2023 12CPU 19GPU 16GB/512GB sử dụng card đồ họa Apple M2 Pro 16-core GPU.
MacBook Pro 14 inch M2 Pro 2023 10CPU 16GPU 32GB/512GB sử dụng card đồ họa gì?,MacBook Pro 14 inch M2 Pro 2023 10CPU 16GPU 32GB/512GB sử dụng card đồ họa Apple M2 Pro 16-core GPU.
MacBook Pro 14 inch M1 Pro 2021 10CPU 16GPU 16GB/1TB sử dụng card đồ họa gì?,MacBook Pro 14 inch M1 Pro 2021 10CPU 16GPU 16GB/1TB sử dụng card đồ họa Apple M1.
Laptop Asus Gaming ROG Strix G533ZS-LN036W i9 12900H/32GB/2TB/15.6''WQHD/NVIDIA RTX3080 8GB/Win11 sử dụng card đồ họa gì?,Laptop Asus Gaming ROG Strix G533ZS-LN036W i9 12900H/32GB/2TB/15.6''WQHD/NVIDIA RTX3080 8GB/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 3080 8GB.
Laptop Asus Zenbook Pro UX6404VV-P4069W i9 13900H/32GB/1TB/14.5” 2.8K/Nvidia RTX 4060 8GB/Win11 sử dụng card đồ họa gì?,Laptop Asus Zenbook Pro UX6404VV-P4069W i9 13900H/32GB/1TB/14.5” 2.8K/Nvidia RTX 4060 8GB/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 4060 8GB; Intel UHD Graphics.
"Laptop Microsoft Surface Pro 9 i7 1255U/16GB/256GB/13"" Touchscreen/Win11 sử dụng card đồ họa gì?","Laptop Microsoft Surface Pro 9 i7 1255U/16GB/256GB/13"" Touchscreen/Win11 sử dụng card đồ họa Intel Iris Xe Graphics."
Laptop Asus Gaming ROG Zephyrus GU603VU-N3898W i7 13620H/16G/512GB/16''/Nvidia RTX 4050 6GB/Win11 sử dụng card đồ họa gì?,Laptop Asus Gaming ROG Zephyrus GU603VU-N3898W i7 13620H/16G/512GB/16''/Nvidia RTX 4050 6GB/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 4050 6GB GDDR6; Intel Iris Xe Graphics.
"Laptop Acer Predator Helios Neo Gaming PHN16-71-7460 i7 13700HX/8GB/512GB/16""WQXGA/RTX4050/Win11 sử dụng card đồ họa gì?","Laptop Acer Predator Helios Neo Gaming PHN16-71-7460 i7 13700HX/8GB/512GB/16""WQXGA/RTX4050/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 4050 6GB GDDR6."
MacBook Air 15 M2 2023 8CPU 10GPU/8GB/512GB/Sạc 70W sử dụng card đồ họa gì?,MacBook Air 15 M2 2023 8CPU 10GPU/8GB/512GB/Sạc 70W sử dụng card đồ họa Apple M2 GPU 10 nhân.
Laptop Asus Gaming ROG Strix G513RW-HQ152W R9-6900HX/16GB/1TB/Nvidia RTX 3070Ti 8GB/Win11 sử dụng card đồ họa gì?,Laptop Asus Gaming ROG Strix G513RW-HQ152W R9-6900HX/16GB/1TB/Nvidia RTX 3070Ti 8GB/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 3070 Ti 8GB.
MacBook Air 15 inch M2 2023 8CPU 10GPU 16GB/256GB sử dụng card đồ họa gì?,MacBook Air 15 inch M2 2023 8CPU 10GPU 16GB/256GB sử dụng card đồ họa Apple M2 GPU 10 nhân.
MacBook Pro 13 inch M2 2022 8CPU 10GPU 16GB/256GB sử dụng card đồ họa gì?,MacBook Pro 13 inch M2 2022 8CPU 10GPU 16GB/256GB sử dụng card đồ họa Apple M2 GPU 10 nhân.
"Laptop LG Gram 14Z90R-G.AH75A5 i7 1360P/16G/512G/14""WUXGA/Win11 sử dụng card đồ họa gì?","Laptop LG Gram 14Z90R-G.AH75A5 i7 1360P/16G/512G/14""WUXGA/Win11 sử dụng card đồ họa Intel Iris Xe Graphics."
"Laptop Lenovo Gaming Legion 5 Pro 16ARH7H R7 6800H/16GB/512GB/16""/Nvidia RTX 3060 6GB/Win 11 sử dụng card đồ họa gì?","Laptop Lenovo Gaming Legion 5 Pro 16ARH7H R7 6800H/16GB/512GB/16""/Nvidia RTX 3060 6GB/Win 11 sử dụng card đồ họa NVIDIA GeForce RTX 3060 6GB; AMD Radeon Graphics."
MacBook Air 13 inch M2 2022 8CPU 8GPU 16GB/256GB sử dụng card đồ họa gì?,MacBook Air 13 inch M2 2022 8CPU 8GPU 16GB/256GB sử dụng card đồ họa Apple M2 GPU 8 nhân.
MacBook Air 15 inch M2 2023 8CPU 10GPU 8GB/256GB sử dụng card đồ họa gì?,MacBook Air 15 inch M2 2023 8CPU 10GPU 8GB/256GB sử dụng card đồ họa Apple M2 GPU 10 nhân.
"Laptop Asus Zenbook Flip UP3404VA-KN039W i7 1360P/16GB/512GB/14"" OLED Touch/Win11 sử dụng card đồ họa gì?","Laptop Asus Zenbook Flip UP3404VA-KN039W i7 1360P/16GB/512GB/14"" OLED Touch/Win11 sử dụng card đồ họa Intel UHD Graphics 605."
MacBook Pro 13 inch M2 2022 8CPU 10GPU 8GB/256GB sử dụng card đồ họa gì?,MacBook Pro 13 inch M2 2022 8CPU 10GPU 8GB/256GB sử dụng card đồ họa Apple M2 GPU 10 nhân.
"Laptop Gigabyte Gaming Aorus 15 9MF-E2VN583SH i5 12500H/8GB/512GB/15.6""FHD/Nvidia RTX 4050 6GB/Win11 sử dụng card đồ họa gì?","Laptop Gigabyte Gaming Aorus 15 9MF-E2VN583SH i5 12500H/8GB/512GB/15.6""FHD/Nvidia RTX 4050 6GB/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 4050 6GB GDDR6; Intel Iris Xe Graphics."
Laptop Asus TUF Gaming FX507ZU4-LP520W i7 12700H/8GB/512GB/15.6'' FHD/NVIDIA RTX 4050 6GB/Win11 sử dụng card đồ họa gì?,Laptop Asus TUF Gaming FX507ZU4-LP520W i7 12700H/8GB/512GB/15.6'' FHD/NVIDIA RTX 4050 6GB/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 4050 6GB GDDR6; Intel UHD Graphics.
MacBook Air 13 inch M1 2020 8CPU 7GPU 16GB/256GB sử dụng card đồ họa gì?,MacBook Air 13 inch M1 2020 8CPU 7GPU 16GB/256GB sử dụng card đồ họa Apple M1 GPU 7 nhân.
"Laptop MSI Gaming Cyborg 15 A12VF-267VN i7 12650H/8GB/512GB/15.6""FHD/GeForce RTX 4060 8GB/Win11/Balo sử dụng card đồ họa gì?","Laptop MSI Gaming Cyborg 15 A12VF-267VN i7 12650H/8GB/512GB/15.6""FHD/GeForce RTX 4060 8GB/Win11/Balo sử dụng card đồ họa NVIDIA GeForce RTX 4060 8GB; Intel HD Graphics."
MacBook Air 13 inch M2 2022 8CPU 8GPU 8GB/256GB sử dụng card đồ họa gì?,MacBook Air 13 inch M2 2022 8CPU 8GPU 8GB/256GB sử dụng card đồ họa Apple M2 GPU 8 nhân.
"Laptop Acer Swift 3 SF314-512-741L i7 1260P/16GB/1T/14"" QHD/Win11 sử dụng card đồ họa gì?","Laptop Acer Swift 3 SF314-512-741L i7 1260P/16GB/1T/14"" QHD/Win11 sử dụng card đồ họa Intel Iris Xe Graphics."
"Laptop LG Gram 14Z90R-G.AH53A5 i5 1340P/16GB/256GB/14""WUXGA/Win11 sử dụng card đồ họa gì?","Laptop LG Gram 14Z90R-G.AH53A5 i5 1340P/16GB/256GB/14""WUXGA/Win11 sử dụng card đồ họa Intel Iris Xe Graphics."
"Laptop Asus Vivobook Flip TP3402VA-LZ118W i9 13900H/16GB/512GB/14""Touch/Win11 sử dụng card đồ họa gì?","Laptop Asus Vivobook Flip TP3402VA-LZ118W i9 13900H/16GB/512GB/14""Touch/Win11 sử dụng card đồ họa Intel Iris Xe Graphics."
"Laptop Dell Inspiron 14 2in1 T7430 i5 1335U/8GB/512GB/14.0""FHD/ Win11/Office HS21/Bút sử dụng card đồ họa gì?","Laptop Dell Inspiron 14 2in1 T7430 i5 1335U/8GB/512GB/14.0""FHD/ Win11/Office HS21/Bút sử dụng card đồ họa Intel Iris Xe Graphics."
"Laptop HP Pavilion 14-dv2071TU i7 1255U/16GB/512GB/14""FHD/Win11 sử dụng card đồ họa gì?","Laptop HP Pavilion 14-dv2071TU i7 1255U/16GB/512GB/14""FHD/Win11 sử dụng card đồ họa Intel Iris Xe Graphics."
"Laptop Acer Aspire 7 Gaming A715-76G-5806 i5 12450H/16GB/512GB/15.6""FHD/GeForce RTX3050/Win11 sử dụng card đồ họa gì?","Laptop Acer Aspire 7 Gaming A715-76G-5806 i5 12450H/16GB/512GB/15.6""FHD/GeForce RTX3050/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 3050 4GB."
"Laptop Dell Inspiron 15 N3520 i7 1255U/8GB/512GB/15.6""FHD/Win11/Office HS21 sử dụng card đồ họa gì?","Laptop Dell Inspiron 15 N3520 i7 1255U/8GB/512GB/15.6""FHD/Win11/Office HS21 sử dụng card đồ họa Intel Iris Xe Graphics."
MacBook Air 13 inch M1 2020 8CPU 7GPU 8GB/256GB sử dụng card đồ họa gì?,MacBook Air 13 inch M1 2020 8CPU 7GPU 8GB/256GB sử dụng card đồ họa Apple M1 GPU 7 nhân.
"Laptop Lenovo ThinkPad E14 Gen 3 R7 5700U/8GB/512GB/14.0""FHD/Win 10 sử dụng card đồ họa gì?","Laptop Lenovo ThinkPad E14 Gen 3 R7 5700U/8GB/512GB/14.0""FHD/Win 10 sử dụng card đồ họa AMD Radeon Graphics."
"Laptop MSI Gaming GF63 Thin 12UC-1006VN i5 12450H/16GB/512GB/15.6""FHD/Nvidia RTX 3050 4GB/Win11 sử dụng card đồ họa gì?","Laptop MSI Gaming GF63 Thin 12UC-1006VN i5 12450H/16GB/512GB/15.6""FHD/Nvidia RTX 3050 4GB/Win11 sử dụng card đồ họa NVIDIA GeForce RTX 3050 4GB; Intel UHD Graphics."
